AGE,HOMEOWNER,HIT,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,AVGGIFT,CONTROLN,HPHONE_D,CLUSTER2,CHILDREN,GIFTAMNT
30,Y,5,46,33,39,5,3,6,10,9702,25,6,14,4,2,5,9511,10,9511,10,6.25,26254,0,12,0,10
80,Y,12,56,9,68,3,2,0,30,9702,72,4,8,23,11,3,8706,17,9602,17,8.47826087,158022,1,13,0,15
73,Y,1,31,41,39,11,7,4,28,9702,65,6,13,8,6,5,8810,17,9601,17,12,108983,1,51,0,17
55,N,0,31,37,36,7,4,1,6,9702,14,5,12,1,1,20,9602,20,9602,20,20,141159,0,5,0,25
83,Y,31,33,36,31,8,0,0,24,9702,56,6,13,21,14,2,9204,9,9509,9,5.857142857,105923,1,26,0,7
84,N,0,33,18,76,0,4,0,31,9702,76,6,15,17,11,5,9007,26,9510,22,14.82352941,7451,0,32,0,22
37,Y,1,45,36,31,3,1,3,22,9702,58,6,14,7,3,20,9207,32,9510,29,25.57142857,100640,1,15,2,30
63,Y,0,28,46,23,10,5,0,12,9702,31,4,10,3,0,5,9310,15,9511,15,10.33333333,29401,1,39,0,15
55,N,2,25,45,35,16,3,2,36,9702,94,11,25,14,5,10,9306,15,9505,14,12.42857143,1322,0,9,0,14
68,Y,0,33,27,38,8,6,3,23,9702,59,6,16,23,10,5,9306,19,9510,10,7.826086957,76041,0,38,0,10
88,Y,0,40,30,33,9,6,4,33,9702,78,6,13,24,12,3,9011,12,9510,10,7,132394,1,58,0,11
50,Y,6,56,29,53,19,2,0,8,9702,21,4,11,2,0,5,9412,20,9512,20,12.5,105331,1,59,2,20
70,N,0,31,18,56,6,5,2,24,9702,63,6,13,16,6,2,9207,12,9601,12,5.8125,29103,0,59,0,11
62,Y,6,31,27,35,6,3,1,6,9702,15,4,10,1,1,20,9509,20,9509,20,20,137039,1,15,1,10
46,Y,0,21,19,48,8,14,4,15,9702,34,6,12,3,1,5,9403,20,9505,20,13.33333333,110425,1,62,1,20
56,Y,0,25,41,23,10,3,3,25,9702,62,4,11,9,6,5,8810,15,9511,15,8.666666667,161229,1,57,0,21
77,N,0,36,9,64,7,14,0,26,9702,63,6,16,9,6,3,8801,17,9506,14,9.777777778,20424,1,13,0,15
82,Y,1,31,25,33,4,7,3,29,9702,66,6,13,20,13,2,8608,8,9509,8,5.1,138325,1,3,0,11
81,Y,7,27,24,31,3,5,1,29,9702,68,4,9,20,11,3,9511,5,8612,3,4.9,24610,1,60,0,4
46,Y,23,22,49,12,6,5,3,26,9702,62,6,12,10,3,3,9002,15,9207,15,10.9,24666,1,17,0,15
50,N,0,20,30,25,8,2,7,15,9702,35,5,10,8,3,10,9503,20,9403,20,16.25,147190,0,30,1,10
62,Y,12,40,31,36,7,0,2,28,9702,69,6,13,12,6,5,8911,25,9603,25,11.66666667,32485,1,37,0,37
36,Y,0,48,50,8,10,9,11,11,9702,30,4,9,5,3,20,9406,50,9512,25,29,171397,0,11,1,25
79,Y,0,22,27,36,9,2,4,34,9702,81,11,27,15,11,3,8809,17,9511,10,9.266666667,2159,1,57,0,9
44,Y,0,37,20,56,9,6,1,14,9702,33,6,12,6,4,5,9410,10,9511,10,6.5,146914,0,8,0,10
52,Y,10,34,52,9,8,19,7,16,9702,40,6,14,18,10,5,9309,20,9505,14,11.94444444,172068,1,9,0,20
80,N,26,32,19,41,5,0,3,20,9702,58,5,17,8,4,5,8902,15,9504,15,10.125,185880,1,35,0,13
43,Y,4,30,51,24,23,17,3,23,9702,60,6,14,11,3,5,9412,25,9504,20,10.45454546,126945,1,42,0,10
69,Y,19,31,2,82,5,4,0,16,9702,51,6,26,12,6,1,9408,5,9508,3,2.916666667,13239,1,45,0,3
76,Y,14,35,28,39,5,4,2,13,9702,28,4,6,8,3,10,9512,10,9401,10,10,119902,1,62,0,5
41,Y,2,30,41,30,7,8,1,20,9702,51,6,12,7,2,3,9209,20,9507,20,8.428571429,71190,1,44,1,20
57,Y,7,31,32,30,11,18,12,30,9702,73,6,14,15,8,10,9212,20,9602,20,12.13333333,172220,0,51,0,19
43,N,0,25,32,37,9,7,3,15,9702,40,6,14,7,5,3,9301,12,9602,12,9,59744,0,38,0,16
58,Y,1,27,64,25,8,6,10,18,9702,46,6,11,3,1,20,9302,25,9506,25,21.66666667,139302,1,26,0,25
82,Y,10,24,42,45,7,3,4,29,9702,74,5,12,43,20,2,9205,10,9110,10,7.604651163,52740,1,51,0,8
52,Y,2,47,38,42,10,2,3,19,9702,50,6,13,10,5,3,9210,15,9602,15,7.2,42913,1,13,0,5
46,Y,7,22,42,0,6,1,4,33,9702,74,6,15,14,9,10,8804,43,9512,43,27.28571429,129408,1,20,0,45
63,Y,0,34,32,35,8,8,1,24,9702,55,6,11,12,6,2,9212,10,9412,10,6.583333333,182573,0,39,0,12
65,N,0,23,99,0,0,0,0,6,9702,29,5,27,2,0,20,9604,20,9603,20,20,3691,0,12,0,20
49,Y,1,25,52,26,3,2,2,5,9702,15,4,10,1,0,20,9510,20,9510,20,20,61808,1,16,0,25
75,N,0,29,28,35,8,6,3,25,9702,63,6,14,10,6,15,9201,42,9308,36,28.6,83530,1,27,0,5
49,N,11,24,33,34,3,2,2,17,9702,42,5,10,7,2,10,9211,16,9404,15,14,35504,1,21,0,15
71,N,1,59,51,20,6,10,0,26,9702,66,6,14,24,14,3,8909,10,9111,10,9.125,25226,1,11,0,12.5
77,N,3,30,20,46,9,2,0,31,9702,72,5,12,19,10,2,8805,9,9204,7,5.578947368,112367,1,39,0,10
50,Y,1,48,35,47,4,2,2,5,9702,12,4,10,1,0,15,9602,15,9602,15,15,117383,0,25,0,21
86,N,0,15,23,41,7,5,0,21,9702,55,6,13,9,4,5,9110,15,9411,10,11,148636,0,29,0,10
73,Y,0,39,37,31,10,6,4,19,9702,50,6,14,7,3,5,9010,25,9412,25,18.71428571,133814,1,35,0,25
72,N,20,42,50,16,18,7,0,27,9702,72,5,12,26,14,1,8701,10,9404,3,4.923076923,160156,1,37,0,5
86,Y,19,32,10,38,2,2,1,32,9702,74,5,10,16,9,5,9211,25,9406,10,11.25,86000,1,48,0,10
75,Y,15,33,19,43,5,2,2,29,9702,60,6,12,15,11,1,8701,7,9509,7,4.35,135481,1,19,0,5
38,N,0,25,31,18,11,9,2,27,9702,63,6,13,7,4,3,8801,30,9404,20,13.71428571,159417,0,34,0,25
82,Y,1,43,18,46,1,4,4,11,9702,26,4,7,7,5,5,9401,12,9601,12,9.571428571,82737,1,3,0,20
75,N,0,38,16,46,5,8,2,30,9702,80,7,21,16,10,3,8810,25,9511,15,13.0625,186198,1,27,0,15
81,Y,2,58,5,86,6,3,0,43,9702,108,11,28,12,6,15,8805,35,9409,20,26.25,591,1,55,0,25
49,Y,0,47,58,14,4,0,10,30,9702,75,5,12,11,8,3,8704,17,9111,17,11.72727273,177282,1,57,1,10
61,Y,0,34,22,34,1,3,2,29,9702,63,6,13,9,5,5,9111,25,9510,25,10.88888889,18836,0,39,0,30
41,Y,8,24,58,42,4,0,0,23,9702,54,4,9,7,3,3,8910,15,9403,15,8.428571429,90566,1,9,1,15
55,Y,0,41,17,57,6,1,1,6,9702,13,5,11,1,1,25,9603,25,9603,25,25,102163,1,13,0,30
51,Y,0,31,21,34,8,2,2,21,9702,51,6,14,15,10,3,9406,10,9409,7,5.2,60859,0,4,2,10
38,Y,1,0,0,0,0,0,0,17,9702,38,6,12,6,3,10,9407,15,9507,13,11.66666667,80577,1,35,1,10
76,Y,2,37,53,40,22,11,3,18,9702,45,6,14,7,4,3,9103,23,9507,23,15.57142857,169224,1,11,0,36
94,N,0,34,40,24,6,2,5,20,9702,47,6,12,13,9,5,9601,7,9409,5,5.384615385,57369,0,22,0,5
46,Y,0,29,39,15,6,2,0,10,9702,25,6,12,5,1,3,9411,10,9510,4,5.2,70217,0,26,2,10
52,Y,0,21,26,36,11,6,4,27,9702,68,5,12,13,5,5,9207,34,9504,34,10,48487,1,61,0,25
77,N,13,16,61,31,3,3,6,10,9702,22,5,11,4,3,10,9603,10,9501,10,10,142901,1,8,0,10
72,N,0,29,34,29,6,6,3,24,9702,67,5,16,11,4,3,9202,15,9512,15,8.363636364,790,0,43,0,15
36,N,0,32,34,27,5,4,1,21,9702,52,6,14,15,10,2,9208,10,9502,10,6.533333333,19623,1,16,0,14
50,Y,0,40,18,53,5,4,2,10,9702,24,6,13,5,3,5,9502,11,9506,9,9,137540,0,13,0,10
50,N,2,29,65,10,8,4,5,22,9702,62,6,13,12,5,3,9103,10,9310,10,7.833333333,27890,0,16,0,10
63,Y,3,30,37,40,7,5,3,5,9702,13,4,10,1,1,20,9601,20,9601,20,20,175216,1,56,0,10
50,Y,8,33,44,20,5,4,4,27,9702,82,5,14,15,8,5,9303,20,9002,12,9.266666667,8438,1,5,0,12.5
83,N,0,28,39,32,7,14,7,10,9702,29,4,10,2,2,10,9309,16,9509,16,13,23778,1,18,0,100
82,N,0,0,0,0,0,0,0,31,9702,117,5,31,28,11,10,9603,20,9105,10,10.5,8708,0,46,0,10
91,N,4,30,25,42,5,0,3,23,9702,55,3,7,17,11,2,8806,7,9510,6,4.176470588,65565,1,27,0,10
67,N,0,31,33,32,11,9,2,13,9702,32,6,12,4,3,5,9401,10,9504,10,8.75,176781,0,32,0,10
82,Y,0,0,0,0,0,0,0,32,9702,82,6,15,15,8,3,8710,15,9412,14,9.866666667,9063,0,13,0,10
78,N,0,0,0,0,0,0,0,31,9702,97,3,19,24,15,3,8905,16,9408,11,9,7924,0,58,0,12
84,N,0,28,38,23,8,9,1,10,9702,24,6,12,5,1,5,9502,11,9505,10,8.4,55503,0,61,0,10
75,Y,0,0,0,0,0,0,0,25,9702,65,6,15,11,5,3,8804,17,9301,17,11.54545455,40407,0,11,0,10
53,Y,1,49,32,40,0,0,0,6,9702,15,3,7,1,1,20,9506,20,9506,20,20,43564,1,13,0,20
40,Y,4,28,7,20,4,21,2,18,9702,39,6,12,10,10,3,9009,20,9409,20,11.8,131032,1,25,0,25
70,Y,0,33,24,53,4,18,2,11,9702,27,6,13,5,2,5,9504,15,9601,15,9.4,23146,1,16,0,5
72,Y,0,34,58,12,3,7,11,13,9702,32,6,14,7,2,5,9411,10,9510,10,7.142857143,20438,0,40,0,10
49,Y,12,28,19,40,7,7,5,29,9702,71,6,13,21,10,5,9011,28,9312,25,16.66666667,171265,1,22,0,25
71,Y,3,31,34,27,9,2,1,15,9702,41,4,10,3,1,13,9103,15,9205,15,14.33333333,155569,0,5,0,20
45,N,9,32,41,27,14,7,4,32,9702,77,6,13,17,12,5,8707,25,9111,20,15.76470588,161230,1,39,1,20
81,N,0,0,0,0,0,0,0,30,9702,73,5,12,45,19,1,8804,15,9603,15,5.022222222,176825,0,19,0,12
82,Y,1,29,26,15,8,10,3,23,9702,62,6,13,12,7,5,9112,25,9104,15,12.16666667,71255,1,52,0,13
77,Y,0,26,29,42,7,4,1,27,9702,67,5,13,13,10,2,8611,9,9504,9,5.076923077,166413,0,4,0,9
40,Y,34,25,41,22,8,11,7,25,9702,66,4,9,14,7,1.01,9009,17,9504,17,9.643571429,29852,1,38,0,17
64,Y,0,24,43,22,9,4,2,11,9702,24,6,13,2,0,10,9502,50,9511,50,30,146241,0,9,0,50
78,Y,1,56,49,32,8,4,11,12,9702,40,8,30,8,2,3,9602,10,9510,10,7.625,13452,0,35,0,10
51,N,0,27,11,51,15,5,7,9,9702,21,6,13,2,1,25,9506,30,9512,30,27.5,93334,1,30,0,30
67,N,1,36,25,41,14,3,5,29,9702,70,6,15,16,10,5,8811,17,9312,13,11.625,152418,1,42,0,12
60,Y,0,29,25,60,5,0,4,14,9702,32,5,10,4,3,3,9401,15,9409,15,9.25,103613,0,57,0,15
46,N,0,39,38,17,5,2,3,22,9702,63,5,13,14,11,3,9009,10,9201,5,7.285714286,130084,1,21,0,7
50,Y,0,30,29,31,5,33,0,9,9702,22,4,10,2,2,10,9501,16,9508,16,13,182324,0,15,1,5
46,N,15,30,28,36,7,12,2,26,9702,67,6,13,14,7,10,9510,17,9212,10,12.21428571,20821,0,39,0,10
83,Y,0,22,12,52,7,0,0,19,9702,53,6,14,8,2,10,9603,25,9103,10,12.125,147928,1,1,0,10
87,Y,23,46,8,59,10,0,2,30,9702,62,6,11,12,9,5,8612,20,9505,20,11.66666667,40058,1,13,0,25
44,Y,0,14,37,17,5,18,3,11,9702,27,6,13,4,3,6,9504,12,9507,11,9.75,17418,0,24,0,13
91,Y,1,39,15,60,10,2,1,24,9702,68,2,5,16,13,2,8611,10,9102,10,7.125,86017,1,32,0,10
51,N,0,26,43,23,6,1,1,23,9702,59,6,15,11,6,10,9411,13,9505,13,11,148141,1,12,0,14
62,Y,9,40,57,17,8,10,8,16,9702,38,6,15,6,4,5,9602,10,9509,5,5.833333333,171216,1,21,1,5
51,Y,2,27,36,39,2,5,8,17,9702,40,6,12,12,4,3,9309,7,9512,7,5.166666667,56367,1,58,0,5
45,N,5,33,34,53,6,2,1,6,9702,13,5,11,1,1,25,9602,25,9602,25,25,129468,1,22,0,20
62,Y,19,37,21,31,5,0,2,19,9702,48,6,13,8,5,5,9210,15,9508,15,11.25,64749,1,1,0,15
83,Y,2,24,26,36,7,0,3,20,9702,45,5,12,17,8,3,9304,9,9601,9,5.235294118,104848,1,33,0,7
78,Y,0,46,33,13,13,3,7,5,9702,13,4,10,1,1,15,9601,15,9601,15,15,106639,1,19,2,15
74,Y,0,26,33,35,7,3,2,11,9702,26,5,11,2,1,36,9504,36,9409,36,36,148949,0,9,1,36
52,Y,2,33,31,21,4,8,0,15,9702,35,6,12,10,6,3,9310,10,9504,10,7.7,56697,1,26,0,10
54,Y,4,26,29,27,14,2,3,20,9702,50,6,13,5,2,5,9104,20,9503,20,13.4,81284,1,34,0,25
63,Y,1,33,15,54,2,1,2,23,9702,54,4,11,7,5,5,8906,16,9512,16,9.857142857,162026,0,1,0,16
58,N,0,20,45,24,3,9,9,23,9702,56,6,13,8,2,10,9101,24,9512,24,18.5,108316,1,45,0,24
44,N,0,43,25,30,10,0,3,17,9702,48,5,13,7,4,2,9101,20,9509,10,7.857142857,39031,1,7,0,15
62,N,0,28,51,30,1,9,5,25,9702,59,6,16,11,7,3,8809,11,9412,4,7.272727273,22645,0,61,0,8
45,Y,1,35,34,32,4,5,6,27,9702,65,5,12,10,6,5,9011,15,9405,15,8.8,123871,1,2,0,15
34,Y,0,30,22,37,9,4,0,17,9702,47,6,13,6,1,5,9209,20,9412,20,13.33333333,87771,0,7,0,20
76,Y,10,22,24,35,2,0,0,27,9702,71,6,13,14,8,3,9507,10,9102,5,5.285714286,1293,0,12,2,2
51,Y,1,15,57,43,7,18,2,23,9702,57,6,13,14,10,10,9507,22,9512,22,11.5,97026,1,32,0,10
37,Y,2,40,26,32,9,2,3,13,9702,33,4,9,4,1,10,9405,15,9412,15,12.5,77845,1,17,0,15
71,Y,17,27,34,27,3,4,1,32,9702,78,6,13,21,13,5,8705,20,9411,10,11.19047619,38987,1,27,0,13
38,N,0,25,23,46,5,2,0,12,9702,27,6,11,8,4,3,9506,5,9502,4,4,39935,1,10,0,4
79,N,0,51,14,63,3,0,1,33,9702,77,7,13,18,9,5,9306,15,9401,10,9.444444444,5546,0,13,0,10
72,Y,0,40,36,30,11,10,2,27,9702,54,6,11,13,8,5,8707,12,9504,10,9.769230769,188507,0,14,0,10
67,Y,11,42,15,53,10,4,3,17,9702,48,3,7,13,4,2,9104,7,9510,5,4.692307692,115833,1,28,1,5
52,Y,9,16,0,33,2,0,1,12,9702,28,6,13,3,2,10,9508,15,9512,15,11.66666667,57087,1,58,0,15
64,Y,8,29,50,36,6,1,1,16,9702,55,6,15,9,5,3,9404,15,9405,12,9,10606,0,20,0,5
96,Y,0,19,18,71,1,3,0,7,9702,35,5,26,1,1,100,9509,100,9509,100,100,13196,0,2,0,10
72,Y,0,32,35,16,9,31,8,18,9702,46,6,13,14,7,5,9404,12,9409,10,7.714285714,184974,0,16,0,10
36,N,0,39,23,39,5,3,0,26,9702,65,6,14,22,12,2,9104,15,9504,11,6.318181818,80903,0,43,0,15
56,Y,0,38,28,26,4,5,4,22,9702,55,6,14,8,5,3,8809,15,9602,15,9.625,32857,0,34,0,17
87,Y,15,42,33,31,11,2,8,27,9702,64,6,13,22,15,2,9209,7,9010,5,4.590909091,35355,0,16,0,5
46,Y,0,26,25,36,8,21,5,31,9702,67,6,12,12,9,5,8702,12,9401,10,8.833333333,30104,0,61,0,15
74,Y,7,26,38,29,2,6,3,16,9702,39,6,14,6,3,5,9309,22,9603,22,15.5,173653,1,19,0,21
40,Y,3,29,30,10,10,1,4,20,9702,50,3,8,19,12,3,9603,11,9401,3,7.842105263,35700,0,24,1,7
74,N,0,32,40,30,5,2,2,13,9702,34,4,10,4,2,10,9404,15,9511,15,11.25,177927,0,43,0,15
73,Y,43,30,49,17,9,4,0,13,9702,60,4,29,4,1,0,9605,25,9309,25,25,10036,0,19,0,25
50,N,2,17,55,33,3,8,0,29,9702,74,4,11,42,17,2,8909,5,9112,5,3.190476191,107895,1,53,0,3
68,Y,40,46,43,8,7,0,9,22,9702,57,6,14,13,8,5,9105,12,9601,6,8.923076923,31879,1,38,0,13
57,N,2,19,46,31,36,0,0,34,9702,90,11,25,28,7,3,9010,10,9106,5,5.5,441,0,47,0,10
49,Y,0,24,45,37,12,8,0,23,9702,59,6,15,7,3,5,8811,15,9512,15,9.571428571,72796,0,41,0,15
40,Y,2,17,46,6,4,2,3,18,9702,45,4,10,5,4,10,9012,17,9512,17,13.8,101033,1,38,2,21
76,Y,11,22,0,30,5,2,6,9,9702,22,5,11,2,2,5,9502,20,9602,20,12.5,114942,1,39,0,20
72,N,6,30,11,67,6,3,0,20,9702,55,4,9,16,13,5,9104,13,9009,12,9.1875,57964,1,49,0,12
46,N,0,43,39,20,9,4,2,23,9702,59,6,13,25,13,3,9102,7,9402,5,5.12,129893,0,14,0,5
92,N,1,44,23,57,7,5,1,29,9702,58,6,13,14,7,5,8803,18,9412,17,11.42857143,190726,0,11,0,10
82,N,14,19,19,65,6,2,9,31,9702,69,4,7,21,17,5,9210,15,9007,13,10.66666667,75153,1,49,0,13
76,N,1,45,26,35,5,3,0,11,9702,25,6,13,3,3,20,9502,30,9507,25,25,181941,1,49,0,30
81,N,0,29,53,20,8,8,4,33,9702,85,5,11,51,25,2,9411,10,9502,5,4.254901961,129031,0,9,0,10
73,Y,0,44,33,34,21,4,2,23,9702,61,5,11,12,9,3,9002,15,9406,13,10.83333333,70565,0,59,0,15
88,Y,0,31,31,36,10,5,6,16,9702,37,6,12,5,3,5,9310,16,9509,16,10.2,95800,0,48,0,20
64,Y,0,33,33,29,5,7,2,27,9702,62,11,27,22,13,3,9003,11,9509,8,6.818181818,71,1,44,0,16
54,Y,9,17,38,14,7,6,3,30,9702,76,6,14,16,9,10,9512,21,9109,10,13.1875,74819,1,38,0,15
68,Y,0,35,41,32,10,3,5,28,9702,69,6,15,12,6,3,9211,12,9510,12,6.083333333,34174,1,52,0,12
51,Y,17,33,57,21,14,4,10,9,9702,19,5,11,2,1,5,9503,20,9512,20,12.5,164513,0,6,0,50
50,N,0,40,32,27,6,3,3,22,9702,56,6,13,11,7,3,9110,12,9503,12,7.636363636,61275,0,16,0,12
59,Y,4,0,0,0,0,0,0,34,9702,80,8,20,14,6,10,9209,20,9005,20,15,185803,0,5,0,20
50,Y,0,28,34,25,4,2,3,19,9702,42,6,11,4,3,25,9302,36,9506,36,30.75,174576,0,22,0,51
48,Y,1,30,26,32,7,5,2,21,9702,52,6,14,14,5,3,9202,20,9512,5,6.428571429,96679,1,18,0,5
61,Y,5,45,34,21,12,5,4,30,9702,72,5,12,15,4,2,8702,15,9412,10,10.13333333,26271,1,24,0,16
85,N,7,42,17,60,5,1,3,9,9702,20,6,12,3,2,5,9506,10,9512,10,7.333333333,66322,1,12,0,10
81,Y,1,35,23,35,3,17,2,25,9702,61,6,13,13,8,5,9105,14,9511,14,9.384615385,133648,1,32,0,13
77,N,0,28,23,45,5,7,1,33,9702,116,6,34,22,7,5,8901,22,9407,18,13.90909091,6147,0,54,0,24
79,Y,34,34,7,47,13,0,5,18,9702,102,3,33,22,7,15,9512,48,9206,20,22.18181818,5511,1,4,0,21
74,Y,0,29,0,90,16,3,0,14,9702,32,6,12,6,3,5,9403,13,9510,10,8.333333333,142662,0,47,0,10
54,Y,12,30,36,29,9,3,1,25,9702,65,6,15,21,16,3,9009,10,9412,10,6.904761905,124520,1,34,0,8
73,Y,7,21,25,37,8,7,2,25,9702,62,6,13,20,11,2,9111,27,9510,15,11.9,128035,0,55,0,21
83,Y,2,17,31,40,13,0,2,27,9702,63,5,11,11,5,3,9511,12,9509,3,7.545454546,94486,1,7,0,6
83,Y,2,38,41,37,11,12,5,26,9702,70,4,9,34,16,5,9506,11,9602,11,6.852941177,172315,0,27,0,8
63,N,1,43,49,27,8,10,5,28,9702,64,5,12,9,5,10,9601,20,9103,10,14.22222222,184017,0,41,0,20
44,N,0,30,40,24,7,12,8,19,9702,52,5,11,8,1,5,9207,15,9406,15,9.625,120821,0,15,0,20
58,N,0,30,13,41,6,2,1,24,9702,61,6,13,15,7,5,9511,10,9204,5,7.733333333,8195,1,60,0,6
76,Y,0,35,30,34,6,2,6,18,9702,47,5,9,10,4,3,9511,8,9509,5,4.8,96003,0,56,0,6
66,Y,5,33,24,39,6,5,1,31,9702,74,5,13,21,14,3,9312,6,9404,5,4.857142857,76585,1,11,0,5
70,Y,0,0,0,0,0,0,0,25,9702,90,5,25,17,8,5,8903,12,9212,6,8.352941177,12011,0,11,0,11
65,Y,6,50,47,43,9,4,10,24,9702,58,6,13,7,4,10,9503,20,9411,15,14.57142857,33615,1,50,0,15
67,Y,14,27,13,53,9,8,0,28,9702,93,4,23,14,7,5,9110,30,9403,30,17.85714286,7879,1,35,1,25
79,N,0,32,34,25,5,9,4,13,9702,36,5,11,7,3,2,9102,10,9509,6,4.714285714,47914,0,39,0,5
64,Y,27,27,19,36,7,2,2,16,9702,45,4,10,5,3,5,9110,15,9509,15,9.4,159171,1,19,0,15
68,N,14,17,14,45,3,3,1,25,9702,62,6,13,10,4,5,9009,25,9412,25,13.7,158460,1,31,0,15
85,Y,4,13,6,54,6,1,2,26,9702,64,4,7,27,14,5,9011,16,9512,16,10.88888889,160292,1,57,0,16
69,Y,38,39,62,14,9,4,19,17,9702,45,4,9,12,7,2,9101,8,9602,8,4.666666667,125906,1,17,0,6
52,N,0,31,13,68,4,2,0,17,9702,43,3,7,12,4,3,8706,12,9102,10,8.416666667,149506,0,2,0,10
53,Y,5,23,39,18,5,7,5,9,9702,21,6,12,2,1,10,9506,20,9511,20,15,133163,1,53,2,15
74,Y,0,34,34,21,6,1,1,9,9702,22,6,13,3,3,5,9509,10,9601,10,6.666666667,96348,1,15,0,6
80,N,15,54,13,53,39,7,0,26,9702,66,4,11,16,7,2,9105,11,9403,10,5.4375,93184,1,13,0,10
82,N,0,46,8,59,10,0,2,23,9702,62,6,13,9,3,10,9009,21,9212,20,17.88888889,40055,0,13,0,25
64,N,0,27,50,18,8,2,1,27,9702,62,6,13,10,5,3,8801,15,9512,15,9.1,69642,1,60,0,14
60,N,7,34,24,38,9,3,2,23,9702,60,6,13,13,7,2,9011,12,9412,10,5.615384615,74673,1,62,0,7
68,Y,5,39,19,23,10,2,0,25,9702,84,6,31,17,7,0,9612,12,9504,10,9,10247,0,11,0,10
73,Y,36,29,4,49,10,5,0,27,9702,90,3,19,13,8,5,8707,50,9008,50,32.30769231,11562,1,4,0,50
58,N,0,36,25,42,2,8,1,23,9702,52,6,12,10,5,5,8804,9,8809,8,7.5,21644,0,53,0,8
67,Y,0,36,27,28,11,5,3,34,9702,100,5,19,43,25,3,9505,10,8612,5,6.162790698,1068,0,1,0,5
68,Y,0,30,26,55,4,9,0,30,9702,72,6,17,16,8,3,8709,8,9303,5,5.0625,186680,0,37,0,5
64,Y,1,45,36,26,3,1,3,29,9702,69,6,14,15,12,10,9508,26,9505,15,19.66666667,34591,1,22,1,23
76,Y,3,33,46,26,9,3,4,31,9702,86,9,22,16,4,10,9110,50,9412,36,22.5625,718,0,34,0,35
84,N,0,30,32,21,7,3,1,31,9702,88,7,22,23,13,3,8802,10,8911,10,8.217391304,186109,1,43,0,8
48,Y,24,30,0,40,8,0,3,5,9702,13,4,10,1,1,15,9601,15,9601,15,15,90947,1,26,0,25
80,N,3,29,28,36,5,9,1,35,9702,116,7,37,18,10,5,8711,25,9012,9,10.77777778,6308,1,54,0,12
69,N,0,25,39,29,8,4,1,20,9702,49,5,12,7,2,3,9104,15,9512,15,10,175139,0,52,0,15
80,Y,20,41,36,38,6,5,4,17,9702,48,3,10,7,6,5,8811,30,9603,30,12.14285714,35325,1,27,0,30
47,Y,7,36,52,10,7,4,5,10,9702,27,6,16,7,3,3,9503,11,9509,10,7.285714286,27736,1,5,1,8
56,Y,10,32,8,34,11,0,3,19,9702,52,6,13,15,8,1,9404,5,9009,5,4,44657,1,37,0,5
66,Y,0,28,40,27,12,5,1,6,9702,16,3,7,1,1,20,9506,20,9506,20,20,150043,0,1,0,20
47,Y,9,47,37,27,13,25,2,11,9702,27,5,11,2,1,20,9409,25,9504,25,22.5,33393,1,15,1,10
79,N,17,27,22,71,9,3,0,24,9702,60,6,12,12,6,3,9207,10,9112,8,6.833333333,80856,1,35,0,10
62,Y,0,37,26,48,15,1,1,15,9702,34,6,13,8,3,3,9512,12,9412,8,5.25,160103,0,25,0,5
77,Y,3,31,39,46,18,4,0,19,9702,50,3,6,23,10,2,9112,6,9110,5,4.608695652,74825,1,62,0,5
74,Y,0,41,27,65,7,2,0,21,9702,53,6,15,11,7,15,9603,30,9409,15,20,34957,0,13,0,10
70,Y,0,35,28,35,3,8,3,32,9702,76,5,10,54,25,1,9004,5,9508,3,2.439814815,22098,0,53,0,2
87,N,21,19,0,61,9,0,0,25,9702,68,6,14,8,6,10,9110,25,9601,25,17,71744,1,49,0,36
77,Y,11,31,33,14,5,6,3,16,9702,47,4,10,6,5,10,9111,15,9512,15,11.66666667,180633,1,41,0,15
50,Y,7,32,41,24,5,9,1,18,9702,46,6,14,4,3,15,9507,30,9312,19,22.25,67304,1,14,0,20
68,Y,0,53,20,60,4,1,1,13,9702,32,6,12,3,2,5,9402,20,9509,20,10.66666667,103876,1,33,0,20
73,N,0,28,10,88,2,4,2,9,9702,21,6,12,3,2,5,9506,10,9511,7,7.333333333,43086,1,13,0,20
71,Y,59,18,32,28,3,2,0,9,9702,25,6,13,4,1,2,9410,10,9510,10,5.5,16099,0,44,1,12
66,Y,35,41,24,30,8,5,6,5,9702,14,3,9,1,0,15,9507,15,9507,15,15,151547,1,28,0,5
78,Y,9,28,34,32,10,4,2,34,9702,74,6,13,21,16,1.5,8803,10,9409,10,5.547619048,106583,1,44,0,5
50,Y,2,28,42,17,3,2,2,20,9702,51,6,14,12,6,5,9308,10,9306,10,7.75,99338,1,2,0,10
82,N,0,22,29,35,6,15,3,19,9702,50,4,9,15,8,5,9004,15,9106,15,10.8,133948,0,13,0,13
61,N,0,49,23,48,2,6,0,26,9702,67,6,13,18,13,2,9410,7,9110,3,4.222222222,37872,0,1,0,5
71,N,0,32,26,27,4,5,1,10,9702,21,6,12,2,1,15,9507,20,9512,20,17.5,15350,1,32,0,15
83,N,0,32,27,37,5,4,2,26,9702,65,4,10,13,12,5,9603,12,9503,5,7.692307692,81527,0,59,0,3
